base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,optimal_target_price
65.623,1.041,424.452,0.004,22,1.286,41.14
35.311,0.841,474.144,0.067,56,0.94,94.39
33.012,0.944,607.21,0.11,24,0.764,66.11
37.759,1.011,691.678,0.229,43,0.917,69.14
30.7,0.811,585.573,0.116,60,1.274,71.33
46.84,0.939,515.258,0.156,23,1.014,42.98
69.37,1.148,724.702,0.073,39,1.386,51.24
49.846,1.264,453.075,0.159,56,1.148,47.43
41.215,0.987,654.638,0.254,29,0.871,54.12
40.623,1.163,456.791,0.2,40,1.01,41.2
21.552,0.763,564.653,0.113,37,0.829,78.96
58.247,1.149,482.966,0.174,40,0.866,58.62
43.832,0.929,491.622,0.166,42,1.8,-15.6
42.293,1.096,443.392,0.161,8,1.204,-8.91
92.897,1.013,701.728,0.209,34,1.172,50.75
49.481,1.248,390.061,0.208,18,0.875,17.99
33.723,0.919,388.965,0.11,30,1.314,18.65
38.605,1.144,818.149,0.171,18,1.22,30.4
62.227,1.008,646.677,0.089,29,1.376,37.0
46.699,1.026,142.233,0.046,55,1.367,27.09
23.426,1.022,415.211,0.098,5,0.704,39.33
58.788,0.923,228.202,0.114,51,0.778,82.05
34.978,1.048,357.396,0.0,23,0.799,67.41
73.099,1.041,50.0,0.189,40,0.811,41.1
61.201,1.086,479.452,0.0,40,1.065,82.23
38.29,1.063,328.709,0.337,32,0.887,8.39
64.215,1.17,508.986,0.24,24,1.415,-14.47
46.018,1.189,256.232,0.099,21,1.381,-9.01
57.792,0.892,512.437,0.121,33,0.999,60.44
52.271,1.18,437.763,0.144,22,1.391,-8.34
32.305,0.872,725.293,0.073,49,1.298,68.12
35.347,1.138,711.704,0.135,21,0.91,54.06
60.449,1.143,617.802,0.108,4,0.598,64.05
39.978,0.763,451.008,0.112,42,0.956,77.91
38.945,1.064,797.807,0.135,41,0.871,91.26
30.673,0.98,267.045,0.015,29,1.041,39.25
51.354,0.936,289.466,0.123,10,1.018,16.71
75.938,1.253,487.433,0.133,47,1.013,64.11
28.987,0.952,838.106,0.13,56,1.105,95.52
45.363,0.929,469.649,0.103,29,0.757,71.23
66.183,1.061,472.513,0.211,17,1.082,15.15
43.805,1.153,283.713,0.092,14,0.912,24.79
51.786,1.029,641.889,0.138,49,1.04,75.39
29.064,1.225,642.976,0.224,16,1.191,-7.39
51.425,1.13,618.361,0.114,9,0.755,55.12
42.193,0.723,405.617,0.137,19,0.944,47.89
59.786,0.971,393.994,0.112,28,0.976,52.71
62.811,0.966,306.032,0.219,39,0.897,43.8
83.843,1.122,512.581,0.099,22,1.18,29.79
53.694,0.656,337.939,0.223,12,0.856,28.51
49.887,1.432,323.388,0.112,21,0.889,20.54
47.916,1.13,436.446,0.051,20,0.858,55.81
39.703,1.072,426.627,0.174,32,1.218,13.52
50.077,1.227,419.303,0.096,32,0.902,49.2
40.569,1.402,569.967,0.17,27,1.092,21.93
47.527,1.181,511.857,0.0,26,1.395,24.06
64.764,1.192,456.777,0.12,12,0.985,26.82
29.902,1.07,527.452,0.083,4,1.222,-4.45
62.098,1.029,351.271,0.035,40,1.334,28.85
64.757,0.979,515.792,0.076,34,1.205,45.6
43.229,0.926,522.59,0.074,37,0.997,68.97
13.172,0.947,274.543,0.116,53,1.128,44.66
35.883,0.847,649.354,0.011,39,0.743,109.46
64.455,1.039,367.785,0.145,9,0.844,35.72
44.657,0.797,513.546,0.229,9,0.879,29.2
30.01,1.079,674.662,0.142,29,1.448,15.15
37.428,1.045,638.852,0.185,12,0.837,37.61
57.609,1.072,505.15,0.208,35,0.835,59.34
53.201,0.972,445.625,0.219,45,0.791,70.02
41.416,1.512,642.127,0.27,57,1.112,38.12
39.498,1.254,601.204,0.08,9,1.029,25.39
39.124,0.863,407.245,0.063,8,1.217,13.36
31.164,1.085,380.766,0.183,8,1.134,-9.75
69.231,0.959,189.147,0.177,15,0.724,31.56
40.165,0.898,523.105,0.182,50,0.839,83.46
63.257,0.849,487.595,0.271,15,1.273,-13.65
67.82,1.115,670.429,0.121,4,0.959,40.79
59.975,0.948,553.858,0.154,21,1.238,29.44
38.526,1.195,700.134,0.042,53,0.97,93.69
51.056,1.199,395.395,0.291,21,0.806,14.98
44.637,1.256,670.723,0.093,52,0.939,91.29
31.444,0.922,420.663,0.095,59,0.806,99.58
49.865,1.121,616.639,0.092,40,0.887,82.73
27.314,1.145,281.186,0.068,4,1.04,-2.74
62.815,0.979,535.27,0.062,53,1.102,83.73
38.031,0.934,202.297,0.078,28,0.682,62.64
48.017,1.291,459.929,0.011,8,0.997,29.7
49.249,1.084,566.053,0.057,22,0.883,61.07
41.116,1.145,421.855,0.276,25,0.87,17.84
53.8,0.927,342.434,0.179,56,1.027,66.93
37.876,0.867,626.918,0.194,17,0.89,45.03
58.069,0.965,484.481,0.214,8,1.276,-16.52
24.81,1.031,426.564,0.267,30,1.238,-8.43
46.896,0.89,506.284,0.0,37,1.236,59.57
74.084,1.049,895.5,0.022,13,0.901,86.99
29.995,0.797,673.025,0.056,10,0.808,73.67
34.834,0.882,674.386,0.082,59,1.016,101.36
52.709,1.151,565.332,0.096,56,0.97,85.68
47.694,1.141,524.973,0.084,52,0.878,90.36
50.259,0.991,140.588,0.138,51,0.765,62.6
52.338,0.897,398.153,0.123,53,0.992,69.44
54.521,0.896,427.914,0.062,53,0.919,97.59
61.645,0.994,218.766,0.0,26,1.138,29.72
51.147,1.147,326.388,0.041,23,1.133,22.44
41.381,1.189,202.875,0.076,51,1.22,24.34
55.089,0.976,494.251,0.1,38,0.748,87.68
73.498,0.877,622.815,0.03,9,1.08,57.05
43.01,1.09,666.016,0.081,7,0.855,52.63
30.382,0.926,562.218,0.03,60,0.756,134.6
61.606,0.972,355.491,0.11,31,0.914,59.6
43.194,1.249,210.19,0.034,18,1.214,-4.4
12.41,1.174,236.47,0.052,8,0.926,3.78
57.711,1.074,309.653,0.015,16,1.313,18.41
36.97,0.859,366.671,0.108,60,1.11,74.07
43.642,1.082,476.038,0.051,54,0.921,93.34
49.98,1.209,347.875,0.193,4,1.232,-31.24
47.857,0.994,550.846,0.152,27,1.089,39.28
55.642,1.253,465.159,0.114,33,0.813,56.87
38.468,1.244,501.582,0.056,52,1.372,41.11
52.697,1.3,671.038,0.15,52,1.052,68.91
41.107,1.096,322.965,0.175,15,1.004,2.37
56.082,1.138,562.806,0.131,20,0.829,53.07
54.231,1.262,497.904,0.248,19,1.236,-8.23
30.968,1.117,449.977,0.157,47,1.103,41.75
61.29,0.975,632.788,0.193,30,1.126,49.23
36.961,0.983,631.852,0.131,14,0.898,42.11
57.121,1.086,358.026,0.174,37,1.167,21.31
50.509,0.856,472.676,0.056,24,1.182,37.21
72.573,1.029,542.182,0.083,41,0.866,86.54
41.648,1.214,459.049,0.148,3,0.717,25.41
39.76,0.721,587.753,0.147,39,1.116,63.28
44.709,1.28,542.179,0.161,23,0.685,57.37
40.452,1.218,774.884,0.208,3,1.03,10.39
56.999,0.981,270.458,0.006,6,0.911,28.87
20.755,1.132,481.635,0.042,34,1.244,37.63
29.195,1.05,363.725,0.138,60,0.921,71.82
28.983,1.234,590.616,0.062,3,1.221,-2.03
59.255,1.197,257.424,0.39,15,0.897,-23.6
70.659,0.84,551.947,0.161,48,1.2,63.67
43.433,1.138,405.493,0.114,49,1.412,21.04
42.468,1.019,389.876,0.079,19,0.786,55.19
46.051,1.062,283.025,0.082,14,1.058,10.46
62.428,0.941,430.239,0.122,9,1.55,-20.36
31.09,1.312,662.675,0.129,57,1.013,71.26
48.576,1.206,496.222,0.083,53,1.012,72.08
59.628,0.939,594.152,0.098,57,1.158,86.18
52.516,0.85,749.696,0.228,5,1.008,34.15
47.844,0.992,539.563,0.231,52,0.659,98.36
60.016,1.115,416.18,0.14,28,1.226,20.65
10.0,1.086,570.088,0.013,33,0.599,100.2
55.168,1.238,418.356,0.163,38,0.917,41.64
35.189,1.168,424.337,0.244,28,1.241,-4.76
17.541,1.195,272.016,0.23,5,0.929,-17.33
52.668,1.099,638.939,0.179,46,0.861,77.95
65.605,0.842,442.1,0.234,57,1.176,56.96
42.938,1.021,527.315,0.124,30,0.83,64.99
59.293,1.209,344.606,0.17,46,0.756,71.86
69.184,1.042,565.392,0.066,19,1.055,49.44
64.724,1.125,385.709,0.143,40,0.963,59.94
69.599,1.002,478.744,0.226,49,0.751,85.14
56.132,0.896,631.674,0.073,32,1.127,72.16
46.132,1.031,618.614,0.051,4,1.093,29.83
20.971,1.096,496.695,0.128,10,0.928,23.85
41.309,0.952,234.78,0.102,16,0.942,20.38
32.351,1.015,948.922,0.172,39,1.094,76.33
77.564,0.909,761.879,0.084,37,1.238,77.53
42.362,1.218,608.401,0.257,44,0.943,56.09
46.848,1.006,387.019,0.017,41,1.131,61.53
53.272,1.268,482.961,0.22,13,1.113,-3.52
45.654,1.279,418.487,0.059,17,1.176,10.52
70.426,1.038,689.578,0.0,4,1.008,61.03
35.66,0.899,539.375,0.139,39,0.818,77.74
47.919,0.737,382.375,0.1,45,0.908,82.47
33.863,0.829,429.387,0.031,34,1.069,62.8
25.2,0.844,668.178,0.0,42,1.364,63.17
35.823,1.257,740.015,0.119,15,0.903,47.83
44.444,1.067,729.25,0.198,45,1.161,52.97
38.56,1.108,613.555,0.167,19,0.934,37.29
34.614,0.717,462.106,0.125,17,1.022,42.38
23.905,0.87,50.0,0.158,35,1.303,-11.49
43.753,1.183,544.574,0.118,53,1.153,59.92
22.429,1.093,499.726,0.006,18,0.752,63.72
56.401,1.028,520.997,0.006,53,0.886,111.2
46.237,1.135,508.085,0.104,15,1.251,10.07
23.137,1.295,301.061,0.107,57,1.028,47.04
40.362,1.017,583.611,0.188,24,0.77,65.21
33.718,1.06,594.832,0.181,25,0.836,43.49
49.788,1.079,602.351,0.168,38,1.141,47.17
65.107,1.409,641.987,0.098,45,1.199,54.81
16.872,0.735,590.608,0.01,52,1.004,105.74
46.725,1.152,438.496,0.153,52,1.495,14.87
42.598,1.033,489.374,0.162,12,1.165,6.79
55.07,1.135,513.669,0.0,19,0.951,63.49
48.198,0.951,516.155,0.053,32,0.837,80.41
33.72,1.043,649.733,0.065,15,0.805,68.0
40.214,1.157,596.55,0.129,32,1.067,44.11
33.06,1.517,811.602,0.056,59,0.902,98.97
61.14,1.171,830.97,0.117,48,1.335,65.41
45.32,0.923,511.947,0.103,32,1.293,30.69
73.518,0.986,50.0,0.107,9,1.127,-14.3
44.09,0.982,685.525,0.063,12,0.764,73.59
34.374,0.781,418.944,0.069,37,0.866,76.55
22.294,1.0,379.777,0.034,4,1.251,0.39
17.953,1.16,440.233,0.15,32,0.887,40.73
21.238,0.859,433.004,0.166,21,1.224,11.18
49.007,1.207,591.84,0.058,41,1.095,61.85
52.631,1.123,266.085,0.242,39,1.01,22.11
21.282,0.94,338.342,0.095,5,0.859,32.97
58.426,1.029,551.474,0.242,27,0.981,35.98
37.754,1.29,593.442,0.069,36,1.038,58.72
47.202,1.16,596.231,0.0,57,1.207,86.04
69.183,1.051,381.945,0.152,60,0.823,86.3
58.453,1.014,353.26,0.14,24,0.947,39.1
40.972,1.061,424.005,0.123,40,1.009,52.46
31.632,0.973,535.981,0.069,16,1.133,30.01
12.723,0.734,722.822,0.117,41,0.818,96.44
34.213,1.356,192.884,0.079,56,0.737,73.47
41.833,1.073,466.891,0.096,4,1.135,2.48
30.192,1.11,300.098,0.187,34,0.696,56.11
43.031,1.041,252.164,0.135,45,1.257,21.08
46.153,0.94,645.043,0.169,55,0.969,83.26
41.627,1.022,581.694,0.101,5,0.69,56.1
35.25,0.81,567.415,0.093,43,0.904,87.99
47.53,1.392,638.154,0.028,10,1.076,39.37
51.629,0.865,428.042,0.09,28,0.893,61.71
28.644,0.895,435.104,0.0,34,1.004,69.32
66.164,0.984,827.86,0.073,13,1.148,54.04
43.521,1.243,463.014,0.113,52,0.96,69.31
45.283,1.052,610.27,0.165,3,0.813,33.69
55.623,0.865,500.957,0.099,17,0.94,48.89
48.498,1.238,222.761,0.148,6,1.283,-38.1
59.297,1.16,193.306,0.0,6,1.337,-15.14
49.307,1.131,413.152,0.115,30,0.596,75.77
35.813,1.157,658.415,0.0,12,1.218,30.89
50.423,1.409,618.244,0.023,13,1.05,40.31
27.844,1.378,637.112,0.105,52,1.185,50.56
46.628,0.947,351.943,0.222,25,0.89,25.42
44.502,1.294,742.381,0.15,49,0.646,104.53
41.878,1.107,355.266,0.121,5,1.117,-5.03
43.072,1.125,531.924,0.118,41,0.812,72.93
16.772,0.796,498.447,0.063,41,0.722,104.7
36.769,1.024,473.919,0.076,19,0.736,67.46
46.393,0.928,700.789,0.154,24,1.12,50.26
47.398,1.174,394.233,0.009,54,1.028,80.85
29.585,1.211,297.559,0.167,29,1.156,-7.98
63.986,0.739,502.999,0.089,58,1.134,96.52
32.007,1.047,440.026,0.186,18,0.916,20.67
59.542,1.218,1006.607,0.197,18,0.986,55.53
51.408,1.022,601.476,0.0,42,0.898,102.52
35.307,1.159,438.599,0.073,5,0.958,24.68
71.63,1.103,341.583,0.052,54,0.807,101.63
27.095,1.101,217.957,0.0,49,1.078,58.2
58.787,1.009,346.217,0.037,35,1.215,40.72
60.009,0.868,517.241,0.315,44,0.837,58.63
34.941,0.882,714.099,0.169,4,1.256,8.36
65.887,1.156,668.253,0.273,41,1.023,46.91
41.249,1.053,534.364,0.186,48,1.048,58.33
49.33,1.029,451.525,0.061,50,0.66,113.79
48.905,0.986,540.322,0.089,29,0.639,94.45
42.985,1.004,422.204,0.167,17,1.029,9.7
57.162,1.207,757.755,0.155,9,1.158,20.59
56.902,1.0,471.621,0.074,47,0.866,90.56
18.772,0.849,487.049,0.0,59,1.334,71.78
64.565,1.162,167.627,0.383,44,1.147,-19.77
20.063,1.019,470.685,0.109,11,0.818,33.17
60.488,1.055,625.473,0.094,43,1.006,82.02
61.901,1.291,339.842,0.129,8,1.495,-42.63
28.636,1.047,387.392,0.101,58,0.751,96.11
38.838,1.093,618.907,0.13,59,1.106,73.55
28.414,0.873,278.501,0.223,14,0.935,10.14
41.776,1.017,658.67,0.11,32,1.141,55.33
40.379,1.141,420.178,0.027,57,1.253,61.68
56.695,0.817,441.715,0.107,22,0.923,55.88
64.655,1.08,331.418,0.083,22,1.224,18.94
65.935,1.065,556.707,0.234,56,1.444,28.9
36.567,1.056,868.981,0.214,48,1.013,78.47
41.862,1.206,617.225,0.129,29,1.157,36.65
19.748,1.1,370.357,0.018,22,0.882,53.71
32.912,1.272,670.343,0.022,9,1.004,36.51
59.473,0.901,452.498,0.121,42,0.965,67.84
69.234,1.07,706.173,0.147,42,1.159,61.35
26.485,1.063,621.001,0.09,32,1.241,31.99
36.113,0.89,58.529,0.082,10,0.978,4.57
44.604,1.193,349.388,0.073,4,1.307,-17.05
49.202,1.399,641.658,0.118,16,1.306,2.01
32.856,1.047,522.749,0.0,12,1.169,28.91
51.361,1.126,346.437,0.032,52,0.897,88.77
37.892,1.063,404.962,0.07,20,0.878,47.48
44.783,0.943,214.065,0.217,20,0.838,19.79
53.194,0.777,486.744,0.055,18,1.19,44.17
45.096,0.944,831.603,0.134,54,0.758,124.83
38.454,0.841,620.74,0.138,7,1.135,29.66
43.356,1.306,828.563,0.224,54,0.784,91.01
43.675,1.033,632.36,0.221,33,1.165,37.21
39.45,0.998,654.122,0.115,39,1.003,68.18
41.118,1.183,796.112,0.082,22,1.267,38.62
68.98,0.882,556.589,0.067,25,1.228,45.53
53.414,0.935,471.916,0.101,34,1.287,38.37
40.568,1.06,654.899,0.085,44,1.292,51.81
55.454,1.204,718.076,0.164,19,1.029,39.74
39.993,1.125,428.005,0.154,15,0.768,34.95
62.597,1.087,391.765,0.167,51,0.789,82.44
50.545,1.062,520.828,0.221,52,0.583,95.64
43.39,1.11,624.725,0.269,15,0.783,38.94
51.716,1.08,619.714,0.13,19,1.014,38.92
21.437,0.896,286.375,0.208,17,0.888,8.59
28.098,1.057,786.741,0.092,28,0.964,74.33
27.091,0.889,403.825,0.215,46,1.099,34.48
47.144,1.062,460.24,0.205,30,0.939,37.03
70.988,0.978,364.602,0.201,44,0.776,70.11
78.47,1.431,904.749,0.128,47,0.989,86.76
54.571,1.044,536.311,0.067,32,0.82,81.33
52.513,0.839,372.354,0.008,45,0.946,94.56
17.984,1.03,629.589,0.117,37,1.269,39.21
36.86,1.128,615.37,0.243,24,0.946,30.34
33.183,1.301,471.841,0.095,12,1.354,-12.2
35.687,0.962,626.091,0.183,13,1.286,-0.98
42.478,0.813,376.206,0.188,40,0.884,57.84
37.919,1.173,426.062,0.097,35,0.778,67.47
15.311,0.843,198.468,0.225,8,0.989,-15.69
56.219,0.985,301.407,0.0,39,1.231,47.13
28.909,1.011,771.145,0.022,9,0.902,63.22
48.589,1.04,746.214,0.047,56,1.182,86.19
76.111,1.153,509.868,0.054,46,1.242,62.97
31.209,0.947,749.44,0.147,14,0.845,60.1
10.0,1.009,475.989,0.143,9,0.865,26.88
40.71,1.048,463.488,0.152,4,1.143,-5.21
61.514,1.072,508.477,0.168,3,1.03,8.27
74.375,1.065,481.262,0.044,25,0.863,73.6
26.557,1.115,467.721,0.023,27,0.93,60.68
52.45,1.177,671.51,0.152,20,0.986,41.83
38.02,1.109,522.52,0.07,46,0.687,104.27
43.411,1.118,606.872,0.0,9,1.153,31.48
84.665,0.813,654.707,0.198,53,0.904,101.76
22.455,1.058,558.228,0.232,56,0.5,103.78
48.806,1.122,354.459,0.245,5,0.995,-9.12
52.015,1.159,297.07,0.135,31,0.852,43.63
61.287,0.946,522.317,0.17,12,1.338,4.55
46.47,0.951,474.312,0.23,45,0.883,55.95
49.621,0.964,513.109,0.069,7,0.78,56.92
39.125,1.13,497.592,0.209,36,1.102,26.83
49.037,1.205,887.536,0.142,10,0.868,60.1
39.852,0.989,300.466,0.193,16,0.844,17.93
54.324,1.186,201.508,0.135,42,1.102,30.68
39.456,1.069,549.857,0.224,57,0.792,82.96
50.657,1.031,443.537,0.138,8,0.709,41.23
44.561,1.018,547.41,0.001,3,1.345,10.06
61.891,1.162,587.582,0.236,58,1.116,55.99
44.229,1.099,692.616,0.044,35,0.947,93.73
18.405,1.391,273.916,0.22,42,0.999,11.65
63.929,0.922,416.492,0.113,13,1.101,24.78
31.414,1.128,564.314,0.214,52,1.195,37.87
35.194,0.971,615.57,0.211,26,0.849,55.36
36.065,0.92,829.017,0.154,12,1.073,46.6
65.617,1.048,643.356,0.161,46,0.899,75.37
12.965,1.071,491.482,0.154,54,0.962,66.29
92.066,1.488,366.435,0.0,25,1.032,44.21
60.841,1.022,415.357,0.129,18,0.999,27.57
48.349,0.88,411.095,0.031,39,1.147,64.14
44.177,1.091,598.285,0.134,18,1.097,36.78
49.283,0.739,538.55,0.029,58,0.698,142.11
52.817,1.036,301.453,0.025,46,0.728,99.18
54.678,1.052,434.615,0.248,33,0.926,41.31
53.334,1.169,631.632,0.206,8,1.366,-20.5
46.344,1.196,552.749,0.12,32,0.83,58.32
42.04,0.974,585.297,0.135,39,0.958,71.19
42.731,1.027,557.438,0.1,3,0.893,34.43
42.076,0.935,743.965,0.166,53,0.889,94.9
62.007,0.881,535.406,0.066,44,1.036,83.82
53.903,1.096,442.097,0.199,27,1.28,4.71
10.0,0.859,362.637,0.1,48,1.091,51.82
54.839,0.988,537.441,0.086,59,0.839,107.36
47.921,0.901,133.894,0.122,23,1.551,-32.27
44.719,1.132,472.357,0.073,37,1.016,57.26
39.172,1.32,469.124,0.146,40,0.885,44.68
61.862,0.855,295.329,0.077,7,1.282,-0.44
59.213,0.772,360.76,0.157,51,0.906,74.87
33.407,1.031,621.449,0.217,52,1.333,36.09
51.106,1.052,534.607,0.062,14,0.826,54.4
30.425,1.083,515.268,0.11,7,1.286,-3.12
24.306,0.983,545.952,0.157,11,1.04,16.16
35.599,1.02,513.894,0.085,46,1.258,46.74
57.936,1.105,686.429,0.157,54,1.38,51.0
59.297,1.206,518.514,0.164,11,0.773,36.03
52.696,0.757,281.268,0.207,37,1.255,16.93
55.876,0.995,744.519,0.072,3,0.718,72.31
52.743,1.082,555.551,0.045,56,0.791,112.96
35.378,0.912,411.612,0.095,49,0.839,87.12
51.479,1.31,311.99,0.043,12,1.101,4.26
57.006,0.955,559.387,0.165,48,1.007,68.01
56.314,1.044,482.424,0.027,41,0.967,82.28
62.834,1.133,736.122,0.307,38,1.029,42.87
55.625,0.961,448.114,0.224,60,1.118,57.81
50.272,0.773,374.393,0.121,39,1.134,50.55
61.052,0.986,634.369,0.189,54,1.219,61.43
44.602,1.204,638.792,0.0,50,1.364,63.96
31.772,0.999,525.298,0.322,37,0.996,24.21
42.554,0.923,601.454,0.073,19,0.896,58.33
33.826,1.189,494.347,0.11,15,1.123,6.45
34.872,1.0,535.08,0.0,8,0.771,73.0
42.832,0.973,674.749,0.159,60,0.864,104.66
33.114,1.072,593.798,0.031,39,1.2,61.49
40.381,1.166,474.609,0.128,50,0.975,63.36
16.596,1.407,702.854,0.076,34,0.758,75.85
48.199,1.174,145.272,0.034,13,0.702,38.22
45.018,1.224,807.811,0.056,19,1.01,70.25
32.744,0.974,244.106,0.138,7,1.228,-20.45
54.889,0.896,405.936,0.017,8,1.226,19.3
59.064,1.059,493.862,0.06,12,1.022,32.76
20.887,1.066,478.028,0.173,55,1.402,29.61
33.559,0.888,650.962,0.328,35,0.979,35.99
33.463,1.024,341.325,0.158,32,0.972,35.74
30.901,1.11,539.115,0.047,23,0.5,98.48
57.442,1.104,413.268,0.091,44,0.911,70.44
42.093,1.126,544.271,0.123,19,1.17,21.49
41.032,1.094,490.284,0.092,29,1.313,17.41
14.942,0.974,513.94,0.192,5,0.834,15.95
54.531,0.973,417.511,0.137,31,1.092,41.76
26.411,0.87,423.49,0.193,4,1.209,-16.64
45.899,1.318,543.091,0.095,31,1.002,47.98
49.161,1.052,641.557,0.226,51,0.543,110.21
65.41,1.016,410.258,0.107,38,1.049,57.44
25.368,0.911,369.685,0.042,36,1.152,39.53
10.0,1.49,592.019,0.294,39,0.811,25.27
47.758,0.889,495.124,0.0,44,0.949,94.87
72.008,0.986,624.575,0.061,3,0.769,64.63
63.584,1.112,364.13,0.07,28,0.5,94.17
48.145,1.14,233.084,0.321,3,1.205,-53.56
37.625,1.194,420.049,0.265,60,0.999,49.86
57.107,1.321,385.047,0.24,6,1.32,-46.2
30.397,1.126,488.182,0.094,41,1.171,42.87
52.145,0.892,404.473,0.314,16,0.929,9.37
52.582,1.011,611.153,0.149,48,0.983,79.96
60.903,1.096,456.777,0.198,20,1.113,9.55
86.395,1.36,522.571,0.134,36,1.193,41.48
50.886,0.84,523.645,0.116,3,1.065,27.18
37.366,1.23,529.243,0.1,55,1.221,56.33
44.616,1.077,496.381,0.103,24,0.941,52.57
18.464,1.176,576.59,0.169,18,0.801,40.51
34.579,1.035,380.652,0.149,24,0.987,23.27
38.861,0.924,709.913,0.117,52,1.041,89.23
37.139,1.163,464.519,0.241,18,0.76,21.66
47.285,1.148,303.268,0.0,30,0.733,76.26
32.664,1.196,528.211,0.161,30,1.089,25.84
61.815,1.048,372.323,0.177,57,0.919,72.17
45.003,0.96,599.8,0.212,24,0.967,44.71
44.86,0.816,831.441,0.115,58,0.928,120.84
40.082,1.173,382.014,0.137,8,1.304,-23.69
47.328,1.114,549.856,0.199,27,1.252,10.49
57.376,0.905,236.674,0.239,44,0.753,50.41
31.993,0.969,568.086,0.096,4,0.893,36.54
35.128,0.98,367.143,0.141,9,1.17,-13.25
40.444,0.828,406.275,0.254,55,1.12,42.56
24.812,0.927,334.807,0.0,19,0.992,46.77
32.711,0.88,609.823,0.065,37,0.772,100.16
37.857,0.988,651.096,0.237,22,0.863,42.42
58.116,0.939,503.508,0.207,46,0.897,70.2
48.938,0.806,370.336,0.162,4,1.055,3.96
47.904,1.353,738.428,0.084,9,1.341,5.26
57.763,1.238,387.438,0.049,34,0.863,74.94
42.939,0.933,175.695,0.073,51,0.795,85.53
50.857,1.091,568.758,0.244,21,0.978,24.79
43.452,1.113,334.284,0.07,14,1.206,4.51
48.98,1.229,648.291,0.128,11,0.711,53.47
36.259,0.927,442.829,0.06,29,1.291,26.02
10.0,1.214,590.557,0.187,16,0.966,16.72
42.986,0.968,710.225,0.077,4,0.853,56.07
66.341,0.85,318.671,0.112,23,0.68,74.44
58.893,1.159,415.109,0.0,6,1.141,26.1
59.481,1.244,488.649,0.0,53,0.966,94.11
63.542,1.438,730.633,0.121,23,1.034,43.91
46.33,0.87,401.243,0.014,50,0.82,99.93
47.96,1.155,410.824,0.288,24,0.936,12.01
35.735,0.989,571.721,0.0,51,0.903,102.86
40.259,1.168,413.416,0.056,4,0.98,17.07
54.237,0.829,522.879,0.121,19,0.866,64.45
63.058,0.861,267.269,0.091,21,0.693,69.7
42.908,0.934,832.149,0.032,42,1.546,53.97
38.247,1.062,297.844,0.043,26,0.727,62.93
45.008,0.954,451.737,0.041,22,1.036,46.86
54.018,1.149,495.128,0.097,40,0.646,90.17
23.342,1.204,786.903,0.276,14,0.601,48.48
10.557,1.14,301.273,0.126,27,1.02,8.96
36.742,1.293,797.556,0.215,25,1.035,36.49
26.689,1.112,613.577,0.161,52,1.252,46.3
37.378,0.867,562.564,0.209,36,1.08,45.29
42.783,1.255,352.305,0.0,34,0.97,52.38
38.201,0.959,585.671,0.096,53,0.81,100.54
66.787,1.187,391.477,0.225,26,1.3,-9.1
49.901,1.286,689.999,0.074,44,1.186,61.22
49.507,1.119,354.341,0.261,27,0.751,31.48
54.333,0.826,483.026,0.239,5,1.008,8.48
27.918,0.912,416.709,0.082,27,1.029,49.5
60.587,1.248,351.872,0.08,30,0.931,47.82
43.864,1.025,611.198,0.039,14,1.154,45.29
55.057,1.062,580.319,0.07,28,1.166,51.75
28.922,1.164,681.352,0.021,50,0.962,102.13
21.694,1.154,233.019,0.154,46,0.944,32.22
57.268,1.092,659.626,0.004,10,1.3,32.63
50.646,1.019,875.817,0.168,7,1.187,26.31
31.469,1.003,432.254,0.17,13,1.014,6.81
31.955,1.179,784.272,0.0,44,0.674,132.49
61.882,1.133,460.526,0.244,37,1.069,26.58
27.159,1.011,294.139,0.161,29,1.14,5.34
69.64,1.212,454.155,0.18,57,0.5,110.55
31.491,1.031,657.231,0.059,43,1.05,75.17
54.576,0.922,374.274,0.17,46,0.917,61.97
40.071,0.936,409.949,0.21,40,0.956,44.84
54.048,0.903,589.031,0.112,21,0.819,77.2
36.838,1.009,500.459,0.28,50,0.97,44.87
42.558,1.235,587.693,0.124,55,1.278,55.11
45.614,0.929,535.674,0.211,57,0.911,83.27
29.967,1.078,571.944,0.143,58,1.193,60.72
56.112,0.951,435.155,0.167,34,0.839,64.74
37.302,1.011,534.76,0.0,48,1.152,77.24
41.571,0.823,360.894,0.15,30,1.0,45.82
30.085,1.017,693.265,0.061,38,1.07,74.94
10.0,1.021,404.859,0.052,20,1.001,27.24
42.135,1.131,669.327,0.26,12,1.128,2.49
81.189,1.083,464.959,0.103,34,0.5,110.16
56.769,0.87,530.3,0.04,20,0.716,88.06
44.711,1.213,425.755,0.091,14,1.083,15.41
41.057,1.082,347.601,0.016,53,0.591,113.9
45.337,1.08,238.286,0.235,10,0.894,-9.45
53.207,1.049,341.701,0.064,35,0.989,49.33
27.288,0.972,451.414,0.162,48,0.834,66.97
61.715,1.083,531.782,0.228,57,0.862,82.0
55.731,1.121,651.557,0.08,40,1.054,64.18
55.773,0.788,433.136,0.163,16,1.202,12.67
51.577,0.969,367.706,0.038,4,0.808,42.28
45.294,1.012,283.593,0.316,11,0.885,-10.93
55.093,1.088,572.01,0.195,46,0.854,67.84
53.877,1.229,707.479,0.105,7,0.516,81.25
39.689,0.934,689.95,0.058,36,1.028,76.19
